run_order,execution_slot_id,corpus_cell_id,condition_id,repetition_index,runtime_config_id,template_id
149,cond-416644b0da6a48c2b9b7::r2,q27_user_sum__increase_gac_work_mem,cond-416644b0da6a48c2b9b7,2,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
150,cond-ef17f7aa2b5811d0873a::r2,q27_user_sum__regional_topk_candidates,cond-ef17f7aa2b5811d0873a,2,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
151,cond-72bd6c176bb9592b27fa::r2,q27_user_sum__baseline,cond-72bd6c176bb9592b27fa,2,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
152,cond-f90916670f1125d505bb::r2,q27_user_sum__mitigate_remote_path_bundle,cond-f90916670f1125d505bb,2,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
153,cond-4d8790fa36869b64198e::r2,q18_event_recent_high_value__regional_topk_candidates,cond-4d8790fa36869b64198e,2,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
154,cond-0c42c10f372ba8c3c4ed::r2,q18_event_recent_high_value__mitigate_remote_path_bundle,cond-0c42c10f372ba8c3c4ed,2,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
155,cond-c10c256b51a09fd89b2c::r2,q18_event_recent_high_value__increase_gac_work_mem,cond-c10c256b51a09fd89b2c,2,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
156,cond-38a3f871fc3298a9853c::r2,q18_event_recent_high_value__baseline,cond-38a3f871fc3298a9853c,2,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
157,cond-ddc9360c1d096719515d::r2,q24_tenant_midband_sum__mitigate_remote_path_bundle,cond-ddc9360c1d096719515d,2,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
158,cond-c793f69100da9d8073a9::r2,q24_tenant_midband_sum__baseline,cond-c793f69100da9d8073a9,2,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
159,cond-711872a79328bba478df::r2,q24_tenant_midband_sum__regional_topk_candidates,cond-711872a79328bba478df,2,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
160,cond-75f64252c841322ea368::r2,q24_tenant_midband_sum__increase_gac_work_mem,cond-75f64252c841322ea368,2,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
161,cond-ff41e225c9daa4852d73::r2,q21_tenant_value_range__baseline,cond-ff41e225c9daa4852d73,2,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
162,cond-15e89c93076e5554776a::r2,q21_tenant_value_range__increase_gac_work_mem,cond-15e89c93076e5554776a,2,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
163,cond-45e1b3b75d664c5f6426::r2,q21_tenant_value_range__mitigate_remote_path_bundle,cond-45e1b3b75d664c5f6426,2,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
164,cond-84c446660059908a1502::r2,q21_tenant_value_range__regional_topk_candidates,cond-84c446660059908a1502,2,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
165,cond-c08518b655f49020d9ab::r2,q17_event_log_value__increase_gac_work_mem,cond-c08518b655f49020d9ab,2,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
166,cond-d640b35b387ab7459f6b::r2,q17_event_log_value__regional_topk_candidates,cond-d640b35b387ab7459f6b,2,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
167,cond-ffaf0f865cf7dc1409cc::r2,q17_event_log_value__baseline,cond-ffaf0f865cf7dc1409cc,2,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
168,cond-ae6bfc74ec4b88155b46::r2,q17_event_log_value__mitigate_remote_path_bundle,cond-ae6bfc74ec4b88155b46,2,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
169,cond-853d379dfe002304522e::r2,q28_user_count__regional_topk_candidates,cond-853d379dfe002304522e,2,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
170,cond-a8b793a1a110500269f2::r2,q28_user_count__mitigate_remote_path_bundle,cond-a8b793a1a110500269f2,2,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
171,cond-2206c85945db8e92e8b5::r2,q28_user_count__increase_gac_work_mem,cond-2206c85945db8e92e8b5,2,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
172,cond-e518af9532fd3c8da41f::r2,q28_user_count__baseline,cond-e518af9532fd3c8da41f,2,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
173,cond-f45b8496a90049d0b97d::r2,q29_user_value_range__mitigate_remote_path_bundle,cond-f45b8496a90049d0b97d,2,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
174,cond-907a996d966df8d95123::r2,q29_user_value_range__baseline,cond-907a996d966df8d95123,2,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
175,cond-1671ed2fbc5b758ad44e::r2,q29_user_value_range__regional_topk_candidates,cond-1671ed2fbc5b758ad44e,2,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
176,cond-ba292ebb6b89446b3946::r2,q29_user_value_range__increase_gac_work_mem,cond-ba292ebb6b89446b3946,2,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
177,cond-a303f06d1d83f7eaea61::r2,q25_tenant_day_avg__baseline,cond-a303f06d1d83f7eaea61,2,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
178,cond-1ddc98899ffb69fd6f9c::r2,q25_tenant_day_avg__increase_gac_work_mem,cond-1ddc98899ffb69fd6f9c,2,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
179,cond-a31fb62a5a5f78eee06c::r2,q25_tenant_day_avg__mitigate_remote_path_bundle,cond-a31fb62a5a5f78eee06c,2,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
180,cond-a28e3ac8abd2d1db0d3b::r2,q25_tenant_day_avg__regional_topk_candidates,cond-a28e3ac8abd2d1db0d3b,2,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
181,cond-f90916670f1125d505bb::r3,q27_user_sum__mitigate_remote_path_bundle,cond-f90916670f1125d505bb,3,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
182,cond-72bd6c176bb9592b27fa::r3,q27_user_sum__baseline,cond-72bd6c176bb9592b27fa,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
183,cond-ef17f7aa2b5811d0873a::r3,q27_user_sum__regional_topk_candidates,cond-ef17f7aa2b5811d0873a,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
184,cond-416644b0da6a48c2b9b7::r3,q27_user_sum__increase_gac_work_mem,cond-416644b0da6a48c2b9b7,3,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
185,cond-a0db2eac4b88e0b54bdc::r3,q23_tenant_even_user_count__baseline,cond-a0db2eac4b88e0b54bdc,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
186,cond-4036797e87876e752672::r3,q23_tenant_even_user_count__increase_gac_work_mem,cond-4036797e87876e752672,3,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
187,cond-e657cd5676494c699765::r3,q23_tenant_even_user_count__mitigate_remote_path_bundle,cond-e657cd5676494c699765,3,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
188,cond-f23cd7aab59e8ec5098d::r3,q23_tenant_even_user_count__regional_topk_candidates,cond-f23cd7aab59e8ec5098d,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
189,cond-b30a7fc475b723e301be::r3,q20_event_tenant_weighted__increase_gac_work_mem,cond-b30a7fc475b723e301be,3,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
190,cond-7ae32f0997ca20ccfaf7::r3,q20_event_tenant_weighted__regional_topk_candidates,cond-7ae32f0997ca20ccfaf7,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
191,cond-5926239db67afb9d46cb::r3,q20_event_tenant_weighted__baseline,cond-5926239db67afb9d46cb,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
192,cond-9283a7e79baf0172c0a6::r3,q20_event_tenant_weighted__mitigate_remote_path_bundle,cond-9283a7e79baf0172c0a6,3,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
193,cond-e050755e4235df8d3cf3::r3,q16_event_value_squared__regional_topk_candidates,cond-e050755e4235df8d3cf3,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
194,cond-2546bf7240c2df6d63a8::r3,q16_event_value_squared__mitigate_remote_path_bundle,cond-2546bf7240c2df6d63a8,3,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
195,cond-dc94020b6c64b265c4d6::r3,q16_event_value_squared__increase_gac_work_mem,cond-dc94020b6c64b265c4d6,3,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
196,cond-be7744eddb28ec419dde::r3,q16_event_value_squared__baseline,cond-be7744eddb28ec419dde,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
197,cond-5210f09d3fae149ac1a3::r3,q26_tenant_hour_count__mitigate_remote_path_bundle,cond-5210f09d3fae149ac1a3,3,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
198,cond-e5f2ec8c336eb7496803::r3,q26_tenant_hour_count__baseline,cond-e5f2ec8c336eb7496803,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
199,cond-14e51d1d6f691b698a2d::r3,q26_tenant_hour_count__regional_topk_candidates,cond-14e51d1d6f691b698a2d,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
200,cond-8f34877def719a77b255::r3,q26_tenant_hour_count__increase_gac_work_mem,cond-8f34877def719a77b255,3,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
201,cond-ff41e225c9daa4852d73::r3,q21_tenant_value_range__baseline,cond-ff41e225c9daa4852d73,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
202,cond-15e89c93076e5554776a::r3,q21_tenant_value_range__increase_gac_work_mem,cond-15e89c93076e5554776a,3,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
203,cond-45e1b3b75d664c5f6426::r3,q21_tenant_value_range__mitigate_remote_path_bundle,cond-45e1b3b75d664c5f6426,3,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
204,cond-84c446660059908a1502::r3,q21_tenant_value_range__regional_topk_candidates,cond-84c446660059908a1502,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
205,cond-ba292ebb6b89446b3946::r3,q29_user_value_range__increase_gac_work_mem,cond-ba292ebb6b89446b3946,3,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
206,cond-1671ed2fbc5b758ad44e::r3,q29_user_value_range__regional_topk_candidates,cond-1671ed2fbc5b758ad44e,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
207,cond-907a996d966df8d95123::r3,q29_user_value_range__baseline,cond-907a996d966df8d95123,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
208,cond-f45b8496a90049d0b97d::r3,q29_user_value_range__mitigate_remote_path_bundle,cond-f45b8496a90049d0b97d,3,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
209,cond-40a867772492e6202aa6::r3,q30_user_day_sum__regional_topk_candidates,cond-40a867772492e6202aa6,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
210,cond-efd8889f42b630a339e9::r3,q30_user_day_sum__mitigate_remote_path_bundle,cond-efd8889f42b630a339e9,3,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
211,cond-0eab0fa927515555a83f::r3,q30_user_day_sum__increase_gac_work_mem,cond-0eab0fa927515555a83f,3,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
212,cond-5d0ef16459bfd07544ef::r3,q30_user_day_sum__baseline,cond-5d0ef16459bfd07544ef,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
213,cond-a8b793a1a110500269f2::r3,q28_user_count__mitigate_remote_path_bundle,cond-a8b793a1a110500269f2,3,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
214,cond-e518af9532fd3c8da41f::r3,q28_user_count__baseline,cond-e518af9532fd3c8da41f,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
215,cond-853d379dfe002304522e::r3,q28_user_count__regional_topk_candidates,cond-853d379dfe002304522e,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
216,cond-2206c85945db8e92e8b5::r3,q28_user_count__increase_gac_work_mem,cond-2206c85945db8e92e8b5,3,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
217,cond-dc01acff6e758d390b4a::r3,q19_event_old_low_value__baseline,cond-dc01acff6e758d390b4a,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
218,cond-ebc858113b618f505d31::r3,q19_event_old_low_value__increase_gac_work_mem,cond-ebc858113b618f505d31,3,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
219,cond-e080cd6be4eb1bdee62a::r3,q19_event_old_low_value__mitigate_remote_path_bundle,cond-e080cd6be4eb1bdee62a,3,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
220,cond-d1bf7e08b663c3f91ac6::r3,q19_event_old_low_value__regional_topk_candidates,cond-d1bf7e08b663c3f91ac6,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
221,cond-75f64252c841322ea368::r3,q24_tenant_midband_sum__increase_gac_work_mem,cond-75f64252c841322ea368,3,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
222,cond-711872a79328bba478df::r3,q24_tenant_midband_sum__regional_topk_candidates,cond-711872a79328bba478df,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
223,cond-c793f69100da9d8073a9::r3,q24_tenant_midband_sum__baseline,cond-c793f69100da9d8073a9,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
224,cond-ddc9360c1d096719515d::r3,q24_tenant_midband_sum__mitigate_remote_path_bundle,cond-ddc9360c1d096719515d,3,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
225,cond-4d8790fa36869b64198e::r3,q18_event_recent_high_value__regional_topk_candidates,cond-4d8790fa36869b64198e,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
226,cond-0c42c10f372ba8c3c4ed::r3,q18_event_recent_high_value__mitigate_remote_path_bundle,cond-0c42c10f372ba8c3c4ed,3,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
227,cond-c10c256b51a09fd89b2c::r3,q18_event_recent_high_value__increase_gac_work_mem,cond-c10c256b51a09fd89b2c,3,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
228,cond-38a3f871fc3298a9853c::r3,q18_event_recent_high_value__baseline,cond-38a3f871fc3298a9853c,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
229,cond-a31fb62a5a5f78eee06c::r3,q25_tenant_day_avg__mitigate_remote_path_bundle,cond-a31fb62a5a5f78eee06c,3,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
230,cond-a303f06d1d83f7eaea61::r3,q25_tenant_day_avg__baseline,cond-a303f06d1d83f7eaea61,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
231,cond-a28e3ac8abd2d1db0d3b::r3,q25_tenant_day_avg__regional_topk_candidates,cond-a28e3ac8abd2d1db0d3b,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
232,cond-1ddc98899ffb69fd6f9c::r3,q25_tenant_day_avg__increase_gac_work_mem,cond-1ddc98899ffb69fd6f9c,3,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
233,cond-ffaf0f865cf7dc1409cc::r3,q17_event_log_value__baseline,cond-ffaf0f865cf7dc1409cc,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
234,cond-c08518b655f49020d9ab::r3,q17_event_log_value__increase_gac_work_mem,cond-c08518b655f49020d9ab,3,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
235,cond-ae6bfc74ec4b88155b46::r3,q17_event_log_value__mitigate_remote_path_bundle,cond-ae6bfc74ec4b88155b46,3,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
236,cond-d640b35b387ab7459f6b::r3,q17_event_log_value__regional_topk_candidates,cond-d640b35b387ab7459f6b,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
237,cond-af05aee8f4f3a1e281ce::r3,q22_tenant_distinct_users__increase_gac_work_mem,cond-af05aee8f4f3a1e281ce,3,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
238,cond-5946457e5fe45602d4c9::r3,q22_tenant_distinct_users__regional_topk_candidates,cond-5946457e5fe45602d4c9,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
239,cond-333f20684c53a3cb86ae::r3,q22_tenant_distinct_users__baseline,cond-333f20684c53a3cb86ae,3,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
240,cond-45acff50290f701783f3::r3,q22_tenant_distinct_users__mitigate_remote_path_bundle,cond-45acff50290f701783f3,3,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
241,cond-ffaf0f865cf7dc1409cc::r4,q17_event_log_value__baseline,cond-ffaf0f865cf7dc1409cc,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
242,cond-c08518b655f49020d9ab::r4,q17_event_log_value__increase_gac_work_mem,cond-c08518b655f49020d9ab,4,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
243,cond-ae6bfc74ec4b88155b46::r4,q17_event_log_value__mitigate_remote_path_bundle,cond-ae6bfc74ec4b88155b46,4,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
244,cond-d640b35b387ab7459f6b::r4,q17_event_log_value__regional_topk_candidates,cond-d640b35b387ab7459f6b,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
245,cond-c10c256b51a09fd89b2c::r4,q18_event_recent_high_value__increase_gac_work_mem,cond-c10c256b51a09fd89b2c,4,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
246,cond-4d8790fa36869b64198e::r4,q18_event_recent_high_value__regional_topk_candidates,cond-4d8790fa36869b64198e,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
247,cond-38a3f871fc3298a9853c::r4,q18_event_recent_high_value__baseline,cond-38a3f871fc3298a9853c,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
248,cond-0c42c10f372ba8c3c4ed::r4,q18_event_recent_high_value__mitigate_remote_path_bundle,cond-0c42c10f372ba8c3c4ed,4,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
249,cond-ef17f7aa2b5811d0873a::r4,q27_user_sum__regional_topk_candidates,cond-ef17f7aa2b5811d0873a,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
250,cond-f90916670f1125d505bb::r4,q27_user_sum__mitigate_remote_path_bundle,cond-f90916670f1125d505bb,4,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
251,cond-416644b0da6a48c2b9b7::r4,q27_user_sum__increase_gac_work_mem,cond-416644b0da6a48c2b9b7,4,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
252,cond-72bd6c176bb9592b27fa::r4,q27_user_sum__baseline,cond-72bd6c176bb9592b27fa,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
253,cond-e080cd6be4eb1bdee62a::r4,q19_event_old_low_value__mitigate_remote_path_bundle,cond-e080cd6be4eb1bdee62a,4,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
254,cond-dc01acff6e758d390b4a::r4,q19_event_old_low_value__baseline,cond-dc01acff6e758d390b4a,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
255,cond-d1bf7e08b663c3f91ac6::r4,q19_event_old_low_value__regional_topk_candidates,cond-d1bf7e08b663c3f91ac6,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
256,cond-ebc858113b618f505d31::r4,q19_event_old_low_value__increase_gac_work_mem,cond-ebc858113b618f505d31,4,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
257,cond-5d0ef16459bfd07544ef::r4,q30_user_day_sum__baseline,cond-5d0ef16459bfd07544ef,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
258,cond-0eab0fa927515555a83f::r4,q30_user_day_sum__increase_gac_work_mem,cond-0eab0fa927515555a83f,4,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
259,cond-efd8889f42b630a339e9::r4,q30_user_day_sum__mitigate_remote_path_bundle,cond-efd8889f42b630a339e9,4,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
260,cond-40a867772492e6202aa6::r4,q30_user_day_sum__regional_topk_candidates,cond-40a867772492e6202aa6,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
261,cond-2206c85945db8e92e8b5::r4,q28_user_count__increase_gac_work_mem,cond-2206c85945db8e92e8b5,4,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
262,cond-853d379dfe002304522e::r4,q28_user_count__regional_topk_candidates,cond-853d379dfe002304522e,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
263,cond-e518af9532fd3c8da41f::r4,q28_user_count__baseline,cond-e518af9532fd3c8da41f,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
264,cond-a8b793a1a110500269f2::r4,q28_user_count__mitigate_remote_path_bundle,cond-a8b793a1a110500269f2,4,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
265,cond-14e51d1d6f691b698a2d::r4,q26_tenant_hour_count__regional_topk_candidates,cond-14e51d1d6f691b698a2d,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
266,cond-5210f09d3fae149ac1a3::r4,q26_tenant_hour_count__mitigate_remote_path_bundle,cond-5210f09d3fae149ac1a3,4,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
267,cond-8f34877def719a77b255::r4,q26_tenant_hour_count__increase_gac_work_mem,cond-8f34877def719a77b255,4,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
268,cond-e5f2ec8c336eb7496803::r4,q26_tenant_hour_count__baseline,cond-e5f2ec8c336eb7496803,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
269,cond-e657cd5676494c699765::r4,q23_tenant_even_user_count__mitigate_remote_path_bundle,cond-e657cd5676494c699765,4,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
270,cond-a0db2eac4b88e0b54bdc::r4,q23_tenant_even_user_count__baseline,cond-a0db2eac4b88e0b54bdc,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
271,cond-f23cd7aab59e8ec5098d::r4,q23_tenant_even_user_count__regional_topk_candidates,cond-f23cd7aab59e8ec5098d,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
272,cond-4036797e87876e752672::r4,q23_tenant_even_user_count__increase_gac_work_mem,cond-4036797e87876e752672,4,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
273,cond-be7744eddb28ec419dde::r4,q16_event_value_squared__baseline,cond-be7744eddb28ec419dde,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
274,cond-dc94020b6c64b265c4d6::r4,q16_event_value_squared__increase_gac_work_mem,cond-dc94020b6c64b265c4d6,4,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
275,cond-2546bf7240c2df6d63a8::r4,q16_event_value_squared__mitigate_remote_path_bundle,cond-2546bf7240c2df6d63a8,4,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
276,cond-e050755e4235df8d3cf3::r4,q16_event_value_squared__regional_topk_candidates,cond-e050755e4235df8d3cf3,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
277,cond-75f64252c841322ea368::r4,q24_tenant_midband_sum__increase_gac_work_mem,cond-75f64252c841322ea368,4,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
278,cond-711872a79328bba478df::r4,q24_tenant_midband_sum__regional_topk_candidates,cond-711872a79328bba478df,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
279,cond-c793f69100da9d8073a9::r4,q24_tenant_midband_sum__baseline,cond-c793f69100da9d8073a9,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
280,cond-ddc9360c1d096719515d::r4,q24_tenant_midband_sum__mitigate_remote_path_bundle,cond-ddc9360c1d096719515d,4,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
281,cond-7ae32f0997ca20ccfaf7::r4,q20_event_tenant_weighted__regional_topk_candidates,cond-7ae32f0997ca20ccfaf7,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
282,cond-9283a7e79baf0172c0a6::r4,q20_event_tenant_weighted__mitigate_remote_path_bundle,cond-9283a7e79baf0172c0a6,4,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
283,cond-b30a7fc475b723e301be::r4,q20_event_tenant_weighted__increase_gac_work_mem,cond-b30a7fc475b723e301be,4,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
284,cond-5926239db67afb9d46cb::r4,q20_event_tenant_weighted__baseline,cond-5926239db67afb9d46cb,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
285,cond-45e1b3b75d664c5f6426::r4,q21_tenant_value_range__mitigate_remote_path_bundle,cond-45e1b3b75d664c5f6426,4,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
286,cond-ff41e225c9daa4852d73::r4,q21_tenant_value_range__baseline,cond-ff41e225c9daa4852d73,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
287,cond-84c446660059908a1502::r4,q21_tenant_value_range__regional_topk_candidates,cond-84c446660059908a1502,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
288,cond-15e89c93076e5554776a::r4,q21_tenant_value_range__increase_gac_work_mem,cond-15e89c93076e5554776a,4,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
289,cond-a303f06d1d83f7eaea61::r4,q25_tenant_day_avg__baseline,cond-a303f06d1d83f7eaea61,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
290,cond-1ddc98899ffb69fd6f9c::r4,q25_tenant_day_avg__increase_gac_work_mem,cond-1ddc98899ffb69fd6f9c,4,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
291,cond-a31fb62a5a5f78eee06c::r4,q25_tenant_day_avg__mitigate_remote_path_bundle,cond-a31fb62a5a5f78eee06c,4,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
292,cond-a28e3ac8abd2d1db0d3b::r4,q25_tenant_day_avg__regional_topk_candidates,cond-a28e3ac8abd2d1db0d3b,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
293,cond-af05aee8f4f3a1e281ce::r4,q22_tenant_distinct_users__increase_gac_work_mem,cond-af05aee8f4f3a1e281ce,4,dba_topk_balanced_gac_mitigated,gac_fdw_dba_topk_raw
294,cond-5946457e5fe45602d4c9::r4,q22_tenant_distinct_users__regional_topk_candidates,cond-5946457e5fe45602d4c9,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
295,cond-333f20684c53a3cb86ae::r4,q22_tenant_distinct_users__baseline,cond-333f20684c53a3cb86ae,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_raw
296,cond-45acff50290f701783f3::r4,q22_tenant_distinct_users__mitigate_remote_path_bundle,cond-45acff50290f701783f3,4,dba_topk_balanced_remote_mitigated,gac_fdw_dba_topk_raw
297,cond-1671ed2fbc5b758ad44e::r4,q29_user_value_range__regional_topk_candidates,cond-1671ed2fbc5b758ad44e,4,dba_topk_balanced_stressed,gac_fdw_dba_topk_regional
