query_run_id,database_sweep_id,dataset_id,dataset_profile_id,runtime_config_id,runtime_intervention_axis,corpus_cell_id,logical_question_id,execution_strategy,instance_id,template_id,execution_status,timed_out,collection_error_count,remote_error_count,intervention_role,intervention_axis,network_profile_id,configured_latency_ms,configured_jitter_ms,configured_loss_percent,fetch_size,work_mem,configured_shard_count,configured_region_count,configured_worker_count_per_region,configured_worker_count_total,observed_region_count_for_task_scope,configured_region_shard_slots,observed_region_shard_slots
20260626T115039Z-clean-run-eu-us-gac-v1__pilot-balanc--b4f6bd426175--c_fdw_daily_rollup__lookback_days-14__min_value-100,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,fdw_raw,fdw_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_daily_rollup__lookback_days-14__min_value-100,gac_fdw_daily_rollup,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T115057Z-clean-run-eu-us-gac-v1__pilot-balanc--8ed2abdba8f2--ac_fdw_daily_rollup__lookback_days-3__min_value-900,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,fdw_raw,fdw_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_daily_rollup__lookback_days-3__min_value-900,gac_fdw_daily_rollup,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T115112Z-clean-run-eu-us-gac-v1__pilot-balanc--8cfde183ec1f--_tenant_tier_left_join__lookback_days-3__limit_k-25,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_tier_left_default__dataset-pilot-balanced-v1__runtime-default,tenant_tier_daily_join,multiregion_union,mr_tenant_tier_left_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_tier_left_join__lookback_days-3__limit_k-25,gac_fdw_multiregion_tenant_tier_left_join,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T115134Z-clean-run-eu-us-gac-v1__pilot-balanc--ab905f91fd57--_fdw_user_segment_join__lookback_days-3__limit_k-50,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_user_segment_default__dataset-pilot-balanced-v1__runtime-default,user_segment_topk,fdw_raw,fdw_user_segment_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_user_segment_join__lookback_days-3__limit_k-50,gac_fdw_user_segment_join,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T115155Z-clean-run-eu-us-gac-v1__pilot-balanc--5726f29fca95--region_user_value_topk__lookback_days-7__limit_k-10,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_user_value_default__dataset-pilot-balanced-v1__runtime-default,user_value_topk,multiregion_union,mr_user_value_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_user_value_topk__lookback_days-7__limit_k-10,gac_fdw_multiregion_user_value_topk,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T115219Z-clean-run-eu-us-gac-v1__pilot-balanc--dbab8234ed31--nant_point_rollup__tenant_id-1000__lookback_days-30,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,etl_materialized,etl_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_tenant_point_rollup__tenant_id-1000__lookback_days-30,gac_etl_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
20260626T115234Z-clean-run-eu-us-gac-v1__pilot-balanc--c3d0cbd5f4eb--ent_filter_summary__lookback_days-14__min_value-900,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_event_filter_default__dataset-pilot-balanced-v1__runtime-default,event_filter_summary,multiregion_union,mr_event_filter_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_event_filter_summary__lookback_days-14__min_value-900,gac_fdw_multiregion_event_filter_summary,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T115251Z-clean-run-eu-us-gac-v1__pilot-balanc--deee54bd9b71--multi_dimension_rollup__lookback_days-3__limit_k-10,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default,multi_dimension_rollup,fdw_raw,fdw_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multi_dimension_rollup__lookback_days-3__limit_k-10,gac_fdw_multi_dimension_rollup,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T115311Z-clean-run-eu-us-gac-v1__pilot-balanc--d1309619208e--t__gac_etl_top_tenants__lookback_days-7__limit_k-10,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_top_tenants_default__dataset-pilot-balanced-v1__runtime-default,top_tenants,etl_materialized,etl_top_tenants_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_top_tenants__lookback_days-7__limit_k-10,gac_etl_top_tenants,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
20260626T115326Z-clean-run-eu-us-gac-v1__pilot-balanc--44871847f974--fdw_global_user_join__lookback_days-14__limit_k-100,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_global_user_default__dataset-pilot-balanced-v1__runtime-default,global_user_topk,fdw_raw,fdw_global_user_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_global_user_join__lookback_days-14__limit_k-100,gac_fdw_global_user_join,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T115347Z-clean-run-eu-us-gac-v1__pilot-balanc--c7c8afe06427--__limit_k-250__payload_repeat-64__payload_width-512,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_raw_wide_default__dataset-pilot-balanced-v1__runtime-default,event_raw_wide_sample,fdw_raw,fdw_raw_wide_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_event_raw_wide_sample__lookback_days-1__min_value-900__limit_k-250__payload_repeat-64__payload_width-512,gac_fdw_event_raw_wide_sample,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T115402Z-clean-run-eu-us-gac-v1__pilot-balanc--20a5fbf596e5--tenant_id-1000__us_tenant_id-10100__lookback_days-1,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,multiregion_union,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-1000__us_tenant_id-10100__lookback_days-1,gac_fdw_multiregion_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T115418Z-clean-run-eu-us-gac-v1__pilot-balanc--476c33bb9417--multi_dimension_rollup__lookback_days-1__limit_k-50,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default,multi_dimension_rollup,fdw_raw,fdw_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multi_dimension_rollup__lookback_days-1__limit_k-50,gac_fdw_multi_dimension_rollup,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T115437Z-clean-run-eu-us-gac-v1__pilot-balanc--f5a4e6eff71c--vent_filter_summary__lookback_days-7__min_value-100,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_event_filter_default__dataset-pilot-balanced-v1__runtime-default,event_filter_summary,fdw_raw,fdw_event_filter_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_event_filter_summary__lookback_days-7__min_value-100,gac_fdw_event_filter_summary,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T115456Z-clean-run-eu-us-gac-v1__pilot-balanc--8c8f902e7af4--multi_dimension_rollup__lookback_days-1__limit_k-25,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default,multi_dimension_rollup,multiregion_union,mr_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_multi_dimension_rollup__lookback_days-1__limit_k-25,gac_fdw_multiregion_multi_dimension_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T115524Z-clean-run-eu-us-gac-v1__pilot-balanc--b9a90f4f18bd--eu_tenant_id-5__us_tenant_id-10001__lookback_days-7,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,multiregion_union,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-5__us_tenant_id-10001__lookback_days-7,gac_fdw_multiregion_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T115540Z-clean-run-eu-us-gac-v1__pilot-balanc--de25ce8c43a3--egion_global_user_join__lookback_days-7__limit_k-50,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_global_user_default__dataset-pilot-balanced-v1__runtime-default,global_user_topk,multiregion_union,mr_global_user_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_global_user_join__lookback_days-7__limit_k-50,gac_fdw_multiregion_global_user_join,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T115607Z-clean-run-eu-us-gac-v1__pilot-balanc--5c4aa83c327f--enant_point_rollup__tenant_id-500__lookback_days-14,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,fdw_raw,fdw_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_tenant_point_rollup__tenant_id-500__lookback_days-14,gac_fdw_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T115623Z-clean-run-eu-us-gac-v1__pilot-balanc--1f012d8d8d3d--_tenant_tier_left_join__lookback_days-1__limit_k-50,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_tier_left_default__dataset-pilot-balanced-v1__runtime-default,tenant_tier_daily_join,multiregion_union,mr_tenant_tier_left_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_tier_left_join__lookback_days-1__limit_k-50,gac_fdw_multiregion_tenant_tier_left_join,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T115644Z-clean-run-eu-us-gac-v1__pilot-balanc--028de9a85102--_rollup__lookback_days-1__min_value-100__limit_k-25,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,multiregion_union,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_daily_tenant_rollup__lookback_days-1__min_value-100__limit_k-25,gac_fdw_multiregion_daily_tenant_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T115707Z-clean-run-eu-us-gac-v1__pilot-balanc--07b221e1ad61--eu_tenant_id-1__us_tenant_id-11000__lookback_days-7,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,multiregion_union,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-1__us_tenant_id-11000__lookback_days-7,gac_fdw_multiregion_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T115723Z-clean-run-eu-us-gac-v1__pilot-balanc--d44a2f294d79--egion_user_value_topk__lookback_days-30__limit_k-10,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_user_value_default__dataset-pilot-balanced-v1__runtime-default,user_value_topk,multiregion_union,mr_user_value_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_user_value_topk__lookback_days-30__limit_k-10,gac_fdw_multiregion_user_value_topk,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T115746Z-clean-run-eu-us-gac-v1__pilot-balanc--b99f0d332316--enant_point_rollup__tenant_id-1000__lookback_days-3,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,fdw_raw,fdw_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_tenant_point_rollup__tenant_id-1000__lookback_days-3,gac_fdw_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T115801Z-clean-run-eu-us-gac-v1__pilot-balanc--b93f4ef9a3a7--_fdw_global_user_join__lookback_days-14__limit_k-10,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_global_user_default__dataset-pilot-balanced-v1__runtime-default,global_user_topk,fdw_raw,fdw_global_user_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_global_user_join__lookback_days-14__limit_k-10,gac_fdw_global_user_join,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T115822Z-clean-run-eu-us-gac-v1__pilot-balanc--3c79e3e49f61--__gac_etl_top_tenants__lookback_days-14__limit_k-50,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_top_tenants_default__dataset-pilot-balanced-v1__runtime-default,top_tenants,etl_materialized,etl_top_tenants_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_top_tenants__lookback_days-14__limit_k-50,gac_etl_top_tenants,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
20260626T115838Z-clean-run-eu-us-gac-v1__pilot-balanc--8ee2c6a2d03e--_tenant_point_rollup__tenant_id-10__lookback_days-7,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,etl_materialized,etl_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_tenant_point_rollup__tenant_id-10__lookback_days-7,gac_etl_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
20260626T115858Z-clean-run-eu-us-gac-v1__pilot-balanc--20b59ff64b7c--tenant_id-100__us_tenant_id-10010__lookback_days-30,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,multiregion_union,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-100__us_tenant_id-10010__lookback_days-30,gac_fdw_multiregion_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T115917Z-clean-run-eu-us-gac-v1__pilot-balanc--245b34a651a0--ac_fdw_user_value_topk__lookback_days-3__limit_k-25,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_user_value_default__dataset-pilot-balanced-v1__runtime-default,user_value_topk,fdw_raw,fdw_user_value_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_user_value_topk__lookback_days-3__limit_k-25,gac_fdw_user_value_topk,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T115937Z-clean-run-eu-us-gac-v1__pilot-balanc--54e852a2cdd5--ent_filter_summary__lookback_days-30__min_value-900,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_event_filter_default__dataset-pilot-balanced-v1__runtime-default,event_filter_summary,fdw_raw,fdw_event_filter_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_event_filter_summary__lookback_days-30__min_value-900,gac_fdw_event_filter_summary,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T115953Z-clean-run-eu-us-gac-v1__pilot-balanc--11a399d5e4f4--ollup__lookback_days-14__min_value-100__limit_k-100,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,multiregion_union,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_daily_tenant_rollup__lookback_days-14__min_value-100__limit_k-100,gac_fdw_multiregion_daily_tenant_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T120020Z-clean-run-eu-us-gac-v1__pilot-balanc--47276565dfaf--event_filter_summary__lookback_days-14__min_value-0,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_event_filter_default__dataset-pilot-balanced-v1__runtime-default,event_filter_summary,fdw_raw,fdw_event_filter_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_event_filter_summary__lookback_days-14__min_value-0,gac_fdw_event_filter_summary,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T120040Z-clean-run-eu-us-gac-v1__pilot-balanc--11c30c495f4d--__gac_etl_tenant_tier_daily_rollup__lookback_days-7,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_tenant_tier_default__dataset-pilot-balanced-v1__runtime-default,tenant_tier_daily_join,etl_materialized,etl_tenant_tier_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_tenant_tier_daily_rollup__lookback_days-7,gac_etl_tenant_tier_daily_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
20260626T120055Z-clean-run-eu-us-gac-v1__pilot-balanc--629b6d23c500--vent_filter_summary__lookback_days-1__min_value-500,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_event_filter_default__dataset-pilot-balanced-v1__runtime-default,event_filter_summary,fdw_raw,fdw_event_filter_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_event_filter_summary__lookback_days-1__min_value-500,gac_fdw_event_filter_summary,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
